unit_id,ProductTiter,DissolvedOxygen,CoolingWaterTemp
0,-50.83689459546565,84.45696686026722,44.90325997689527
1,-40.1004908474214,87.60303280324769,38.72611407812858
2,-24.2794553708012,84.44536385312335,39.44195799379743
3,-21.349255433137703,72.84667505074378,41.958436677161515
4,-21.20211814959356,89.09058633503815,38.91395361800977
5,-50.20841938740096,83.28531488365296,69.58207112958594
6,-41.38985708944089,80.51616537500124,37.77508609504798
7,-41.64407052107913,83.23607175477503,60.12307547397673
8,-43.95336820928792,88.6819387448431,60.1286299164502
9,-43.91979643570808,85.94554247447904,24.482572905694383
10,-58.03127089721403,68.88124694907293,42.53389059026906
11,-58.594058314079966,74.16975783654783,32.1227484894224
12,-44.39792098752973,68.82854964092597,37.09463468417685
13,-38.0635107914856,74.18147673512124,60.88403799187388
14,-60.55832206268175,80.12603977649538,60.65152088364178
15,-52.53165465925054,74.77527420435592,49.921378929218584
16,-47.071108199885,74.48970582147152,33.31895909256959
17,-37.06108528831501,80.89368152986991,43.23424734387548
18,-38.105390462775105,60.46371797189763,40.321688258691196
19,-27.39336031795286,86.83903527956774,84.00440006599415
20,-38.57572488345452,76.39237500734001,40.66659649750747
21,-43.98111065236453,85.59247345821271,45.03796442488845
22,-40.42909519676962,45.98777755978065,46.08339303320063
23,-53.454196409550605,77.88134578509019,40.12493358079651
24,-29.724148169033107,94.86161801998416,55.563035037705035
25,-44.60319488552995,86.50523401316595,63.95271335330849
26,-54.458288713337225,55.04604979150841,42.15356212194186
27,-28.033375139746163,74.75822857640513,65.87443410010958
28,-53.444835941650545,80.58647208734656,56.914630291028814
29,-26.497167965322276,76.40587970927169,50.7750164168536
30,-53.49555982426698,79.2218024026911,53.99942006441258
31,-46.56468115051081,54.626290084309126,38.91918121818491
32,-30.204668263527097,86.89002924576457,62.696323724033086
33,-57.036017751194535,57.31758223924696,35.37509747439804
34,-34.06059175893681,72.94020249502101,45.54845670187899
35,-29.23689198515717,83.69935862797726,52.870696325305644
36,-30.420619063528875,62.759895178675,63.14163749568916
37,-44.12173780908213,67.30097945835601,44.021346586586375
38,-35.51192419179392,86.31525578197643,44.414766691157666
39,-48.20483974903368,81.99398688958499,55.24922503764039
40,-40.605651379516004,82.81459508724754,29.92158749013269
41,-43.77814685215495,65.46666317570204,49.12430239202775
42,-29.202751960227204,56.69279563155195,57.13521434326313
43,-25.135237461285396,77.39300048783404,41.15934466847556
44,-36.23150646474892,83.43219328399407,30.84997907793538
45,-44.616148619979256,80.04770542583648,49.91655285101393
46,-45.4955314645736,77.12033584964584,52.841622224534774
47,-49.83939982673328,58.569454697154015,64.29098966211802
48,-46.26157386681378,79.25018950146318,47.16077901344554
49,-46.15109814476139,63.59135209278407,75.38578110054941
50,-32.55870771266011,74.27353058802737,37.05493898360976
51,-37.44226386633912,100.0788032786024,49.659043234670015
52,-39.94495248833376,68.16395819312166,57.62523140226397
53,-48.22414626713475,52.90234093794577,36.48578154685641
54,-44.97778620870981,99.07227965105874,61.46724867573223
55,-32.182592412694056,69.02435120544868,60.716753212361944
56,-41.22900678745331,65.12957001747932,59.7648205071635
57,-45.15394108742257,80.71411227422095,68.43569735636291
58,-27.623515147786073,91.2768892442658,31.435869374640212
59,-13.619518252104362,76.04662115246003,68.1172023842126
60,-46.1019339460025,70.1801114575689,30.07961830175754
61,-26.632381982280428,67.55827500252518,50.130614304838545
62,-72.50872728890839,58.81578604432237,58.69676340216439
63,-40.643961910133406,82.02564973447161,38.1921006492683
64,-33.04019020446575,79.02492976487913,51.55374470671286
65,-45.695031746788075,94.34974416378918,73.74804351227074
66,-31.61063543687555,74.3389212506527,45.4502085100594
67,-51.36527889066483,97.64450299931976,83.14972986470379
68,-51.45231557979078,61.79054984639477,52.515822199656604
69,-49.20665022984922,73.85290792132226,59.2724094248835
70,-33.56300704543415,74.67800516006186,45.673129549763146
71,-25.49601813154941,77.28717627830957,59.62233495777357
72,-48.679573600094024,79.6924408691158,41.51067491189056
73,-40.02285384692124,79.18970403396659,51.021746003885326
74,-34.43406947325384,90.9754256301437,36.88201886176852
75,-45.171837607650204,84.56406606354899,46.87326533017937
76,-53.84614575158049,89.6114712037859,60.171049274785034
77,-38.95235170788206,105.51982974893662,31.354217265446813
78,-29.310744017837237,83.10647228000464,43.01362295874229
79,-37.50922195598534,64.1106564802797,50.945578304799206
80,-67.40952980866884,50.10258554986719,45.07791069044055
81,-33.8548098069308,77.5273880664059,43.54932012847282
82,-43.283099613202836,83.00353876548957,51.55118806462554
83,-66.65468733452376,47.92789559001752,50.89446545401814
84,-36.528276858392175,87.09744858746133,60.039332127322155
85,-44.978283129811466,91.01650246111787,56.384668600757756
86,-69.3126507181914,74.35005030142543,41.77644648947219
87,-47.152717809822576,73.24156677526422,52.203646224335074
88,-37.44927606103795,87.63443551192846,75.61208763146897
89,-37.00738068837518,79.9294401626496,60.73250990614053
90,-48.97316465959517,57.407277168624255,62.19364564251448
91,-73.45120401151331,69.9787252403614,33.88799795017156
92,-24.770953510361764,84.74964117954407,51.042182628203854
93,-36.6092623067553,75.26020552193607,37.02684103483676
94,-44.26941964868789,63.317076891471345,52.736449652778795
95,-43.912551740611754,55.76644698999566,53.72526885595032
96,-21.992513655429608,94.20912633905701,49.311387400641394
97,-32.14577151629017,60.76795342028454,42.252666082133715
98,-48.04401392818841,67.45669082499208,46.84197563458291
99,-49.78285042595401,57.74282403901399,54.93473093742183
100,-41.81097770411108,77.22037250036809,60.903678088019426
101,-28.84019752089285,100.05004445685493,64.17288862319441
102,-29.55541053573814,93.96746817008652,41.67708266577952
103,-46.740755376021134,92.5177724153634,52.209849412809106
104,-42.306168552018526,70.04864250277176,35.40886925833627
105,-35.408630571650185,77.34176291654005,47.781270155726894
106,-45.35790824727487,80.03661782003304,57.15621609192063
107,-48.279470327081,76.76967143025033,49.686318747803085
108,-39.50798516442668,66.8399365726735,38.0707115685167
109,-52.44611724100223,76.54031755176014,43.114629616939474
110,-47.49493497728748,83.04986007424873,53.98687731737614
111,-66.07062432444638,56.08063666016047,43.55224260675233
112,-57.17517786129205,56.183728561237025,38.873799763545016
113,-39.20915239147,59.60263488578078,62.417821879178064
114,-26.741228866129774,88.26814245531575,8.169925195867178
115,-46.983950049350646,63.8322133600414,46.274543532861536
116,-20.607094844464697,78.3050384188644,58.29296306396686
117,-13.985054032526314,80.36735924509738,54.184190818762325
118,-20.266959142746003,72.15989828772356,73.9109184798713
119,-56.18525392114413,82.37086691062599,52.14931967734565
120,-38.6856751869611,74.03572436724521,48.14448841130796
121,-40.23891345523133,74.21776568042813,37.79415274727618
122,-50.7806839487241,86.24868320410488,52.306413476638255
123,-28.842110011914766,76.194213459919,56.10054436333598
124,-43.38813784158005,75.21364962058,51.582652025667734
125,-40.814173178257526,90.12620886731216,42.437051822209156
126,-29.94974090039089,71.30189535660058,43.32090210749412
127,-33.166848990635025,96.61762497289862,53.32516708186594
128,-39.62728232643486,70.17797809640646,56.19912232113072
129,-59.785601278906654,57.30804992545747,41.47243920573492
130,-30.714633218761684,70.51803919346136,76.32670113821051
131,-16.30553779746236,81.94897405227483,36.99247634860176
132,-57.9904105693227,66.75704410288641,59.31389488867227
133,-39.0352875403027,46.26398835705813,38.649046486256715
134,-37.56586099831585,60.8750186900123,56.72318792736384
135,-51.196947673388976,61.07621028803234,45.52396750994647
136,-45.91669192913902,61.593121713393984,37.99929617731758
137,-67.3110698145557,50.37089260417148,53.26473938923082
138,-26.515159949593276,84.49824028989116,53.99714843836841
139,-42.55926446835553,77.59962865264339,43.77217898645753
140,-34.19305626915777,61.90048996997544,71.90922805348426
141,-47.485181703685136,85.48017333450798,56.298617104599565
142,-53.49724768494311,61.087246490902274,56.7811533943416
143,-27.05286327909104,60.7648271957305,18.061218199637054
144,-49.257733054662545,70.89815903055411,37.30356857296255
145,-10.44477614687219,58.20834304944856,69.79925592720603
